2	0.463682	787.541
3	0.395541	771.566
4	0.392997	777.523
5	0.34509	763.782
6	0.344976	770.456
7	0.328594	770.878
8	0.326945	776.832
9	0.321225	779.71
10	0.320956	785.425
11	0.310076	785.798
12	0.310064	791.638
13	0.300088	793.447
14	0.299609	798.889
15	0.296608	802.478
16	0.295918	808.323
17	0.295451	813.353
18	0.294867	818.307
19	0.255128	808.226
20	0.254476	813.635
21	0.250323	816.54
22	0.247478	821.347
23	0.244893	823.876
24	0.243609	828.298
25	0.234092	829.543
26	0.23387	834.522
27	0.227306	836.266
28	0.227003	841.009
29	0.226706	847.049
30	0.225978	852.652
31	0.225015	858.209
32	0.22422	863.005
33	0.219027	862.495
34	0.219021	867.751
35	0.214874	868.885
36	0.21473	874.099
37	0.213405	877.442
38	0.213105	883.048
39	0.206095	883.676
40	0.203437	889.623
41	0.202354	891.531
42	0.201604	894.266
43	0.198394	896.254
44	0.197667	899.191
45	0.197215	904.653
46	0.197084	909.483
47	0.195135	913.762
48	0.194696	920.117
49	0.194695	924.998
50	0.192831	929.443
51	0.190909	935.545
52	0.188531	935.557
53	0.188529	940.927
54	0.188516	944.495
55	0.188164	947.301
56	0.187477	952.102
57	0.186804	958.065
58	0.186641	970.27
59	0.186574	977.976
60	0.18649	992.056
61	0.184825	1088.67
62	0.183412	1107.89
63	0.17078	1167.82
64	0.170549	1179.88
65	0.169163	1198.54
66	0.165461	1200.42
67	0.162685	1172.76
68	0.162009	1134.66
69	0.161673	1157.07
70	0.161502	1193.38
71	0.156562	1246.39
72	0.156362	1215.91
73	0.156339	1246.53
74	0.155679	1275.71
75	0.154172	1451.29
76	0.152223	1482.79
77	0.144355	1594.08
78	0.144275	1589.46
79	0.142769	1624.7
80	0.137526	1877.52
81	0.137381	1918.58
82	0.136762	1966.47
83	0.136713	2011.26
84	0.127842	2163.6
