1	869.599	-nan
2	609.741	136932
3	609.215	136936
4	548.519	136189
5	548.257	136196
6	521.199	135840
7	520.969	135846
8	504.976	135630
9	504.298	135630
10	493.157	135478
11	493.033	135485
12	487.425	135411
13	487.186	135416
14	483.842	135375
15	483.817	135384
16	479.861	135333
17	479.858	135341
18	477.14	135309
19	477.129	135317
20	474.972	135293
21	474.854	135299
22	473.276	135284
23	473.194	135291
24	472.044	135281
25	471.749	135285
26	470.623	135276
27	470.61	135284
28	469.234	135271
29	469.233	135279
30	467.985	135268
31	467.977	135276
32	466.643	135263
33	466.639	135271
34	465.9	135267
35	465.897	135275
36	465.589	135278
37	465.585	135286
38	464.724	135281
39	464.722	135289
40	464.348	135291
41	464.158	135295
42	463.626	135295
43	463.625	135303
44	463.393	135307
45	463.388	135314
46	462.716	135312
47	462.606	135318
48	462.274	135320
49	462.057	135324
50	461.445	135322
51	461.443	135330
52	460.998	135331
53	460.997	135338
54	460.493	135338
55	460.371	135344
56	460.075	135347
57	460.071	135354
58	459.756	135357
59	459.732	135364
60	459.367	135366
61	459.283	135372
62	458.103	135361
63	457.981	135366
64	457.955	135373
65	457.953	135381
66	457.775	135385
67	457.765	135393
68	457.623	135398
69	457.587	135405
70	457.325	135408
71	457.27	135414
72	456.971	135417
73	456.969	135424
74	456.501	135424
75	456.501	135432
76	456.486	135439
77	456.363	135444
78	456.08	135447
79	456.07	135454
80	455.873	135458
81	455.742	135464
82	455.675	135470
83	455.419	135473
84	455.39	135480
85	455.384	135487
86	455.314	135493
87	455.313	135500
88	454.91	135501
89	454.909	135508
90	454.904	135516
91	454.903	135523
92	454.855	135529
93	454.809	135536
94	454.611	135540
95	454.582	135546
96	454.427	135551
97	454.413	135558
98	454.33	135564
99	454.321	135571
